imagePath,assetName,id,key,itemName,description,material1Key,material2Key,showInRecipeCraft
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_apple_banana.png,AppleBanana,3102,apple_banana,りんごとバナナ,,apple,banana,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_apple_brown-rice-cream-cookie.png,AppleBrownRiceCreamCookie,3103,apple_brown_rice_cream_cookie,りんごとクリーム玄米クッキー,,apple,brown_rice_cream_cookie,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_apple_coffee.png,AppleCoffee,3104,apple_coffee,りんごとコーヒー,,apple,coffee,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_apple_grapes.png,AppleGrapes,3105,apple_grapes,りんごとぶどう,,apple,grapes,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_apple_miso-soup.png,AppleMisoSoup,3106,apple_miso_soup,りんごと味噌汁,,apple,miso_soup,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_apple_orange-juice.png,AppleOrangeJuice,3107,apple_orange_juice,りんごとみかんジュース,,apple,orange_juice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_apple_peach.png,ApplePeach,3108,apple_peach,りんごと桃,,apple,peach,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_apple_strawberry-jelly.png,AppleStrawberryJelly,3109,apple_strawberry_jelly,りんごといちごゼリー,,apple,strawberry_jelly,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_apple_white-rice.png,AppleWhiteRice,3110,apple_white_rice,りんごと白米,,apple,white_rice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_banana_brown-rice-cream-cookie.png,BananaBrownRiceCreamCookie,3111,banana_brown_rice_cream_cookie,バナナとクリーム玄米クッキー,,banana,brown_rice_cream_cookie,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_banana_coffee.png,BananaCoffee,3112,banana_coffee,バナナとコーヒー,,banana,coffee,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_banana_grapes.png,BananaGrapes,3113,banana_grapes,バナナとぶどう,,banana,grapes,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_banana_miso-soup.png,BananaMisoSoup,3114,banana_miso_soup,バナナと味噌汁,,banana,miso_soup,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_banana_orange-juice.png,BananaOrangeJuice,3115,banana_orange_juice,バナナとみかんジュース,,banana,orange_juice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_banana_peach.png,BananaPeach,3116,banana_peach,バナナと桃,,banana,peach,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_banana_strawberry-jelly.png,BananaStrawberryJelly,3117,banana_strawberry_jelly,バナナといちごゼリー,,banana,strawberry_jelly,false
